id,brand_name,generic_name,no_pocket,no_box,kind_id,ml,unit_id,weight,location,country_id,company,barcode,price,existence,minmum_existence,maximum_existence,must_advised,dividing_rules,cautions,usages,description,image,user
3176,LIVERFIT,VIT B COMPLEX,1,1,3,200 MG,,,,,NUTRABIOTICS,,13.7,,0,0,,,,,,,1
3177,TIKOPREX-250,DIVALPROEX EXTENDED..,1,1,6,250 MG,,,,,,,3,,0,0,,,,,,,1
3178,COLDVIS-CP,,1,1,1,60,,,,,ANVIS,,40,,0,0,,,,,,,1
3179,CARTISET-M,"GLUCOSAMINE ,DIACERIN ,MSM",1,1,6,750+50+250 MG,,,,,,,12,,0,0,,,,,,,1
3180,BABY CARE,,1,1,1,100,,,,,,,30,,0,0,,,,,,,1
3181,SYMTOP,PANTOPRAZOLE,1,1,3,40 MG,,,,1,,,12.2,,0,0,,,,,,,1
3182,MIPTREX-10,METHOTREXATE,1,1,6,10,,,,,,,6,,0,0,,,,,,,1
3183,PRASUNOL-10,PRASUGREL,1,1,6,10,,,,,,,8.2,,0,0,,,,,,,1
3184,ROXY-150,ROXITHROMYCIN,1,1,6,150 MG,,,,,,,3.5,,0,0,,,,,,,1
3185,CALBONE-D,CALCIUM+VIT D3,1,1,6,1250 MG,,,,,NUTRABIOTICS,,7.7,,0,0,,,,,,,1
3186,OVASIF,FEMALE INFERTILITY,1,1,3,1250 IU,,,,,NUTRABIOTICS,,9,,0,0,,,,,,,1
3187,SOFIGET,SOFOSBUVIR,1,1,6,400,,,,,GETZ,,46.4,,0,0,,,,,,,1
3188,CIPESTA,CIPROFLOXACIN,1,1,30,250 MG,,,M24,,GETZ,,95,,0,0,,,,,,,1
3189,NEZKIL 600 mg,LINEZOLID,1,1,4,300,,,L50,,CONTINETAL,,247,,0,0,,,,,,,1
3190,DIORIN,DIOSMIN+HESPERIDIN,1,1,6,.,,,,,,,7.5,,0,0,,,,,,,1
3191,STOMDEX,DEXLANSOPRAZOLE,1,1,3,30,,,N37,,,,8.5,,0,0,,,,,,,1
3192,OMEGA 3-6-9 ,,1,1,27,1000,,,i27,,NATURAL CARE,,5,,0,0,,,,,,,1
3193,ONECAL-D,,1,1,6,0,,,,,,,2.7,,0,0,,,,,,,1
3194,OMEGAVIT-5G,,1,1,3,.,,,,,,,13.5,,0,0,,,,,,,1
3195,VITAZON-D,CHOLECALCIFEROL,1,1,10,200000,,,,,,,25,,0,0,,,,,,,1
3196,NUTRIGEN SUPRA,MULTIVITAMIN,1,1,1,200,,,,,,,100,,0,0,,,,,,,1
3197,ATR-AP,"ATORVASTATIN ,ASPIRIN",1,1,6,.,,,,,KNOLL,,7,,0,0,,,,,,,1
3198,MACMOL,PARACETAMOL,1,1,4,1G,,,L20,,,,55,,0,0,,,,,,,1
3199,ALLERGOL,,1,1,13,20 ML,,,,,,,270,,0,0,,,,,,,1
3200,خورد HARBIOUN,,1,1,22,.,,,,,,,65,,0,0,,,,,,,1
3201,DURATAZ,,1,1,17,4.5 G,,,,,,,190,,0,0,,,,,,,1
3202,FEMICEF,CEFEPIME,1,1,17,1 GR,,,R50,,,,140,,0,0,,,,,,,1
3203,ARISTOCILLIN,AMPICILLIN,1,1,17,500 MG,,,,,,,30,,0,0,,,,,,,1
3204,PANTOP,PANTOPRAZOLE,1,1,17,40 MG,,,,,,,35,,0,0,,,,,,,1
3205,SOFTERON-Z,,1,1,3,0,,,,,,,2.1,,0,0,,,,,,,1
3206,ETOCOX,,1,1,6,60 MG,,,,,,,4,,0,0,,,,,,,1
3207,CLOFLOW,CLOPIDOGREL,1,1,6,75 MG,,,F39,,OTSIRA,,3,,0,0,,,,,,,1
3208,ACECLO-MR,,1,1,6,0,,,,,,,3,,0,0,,,,,,,1
3209,DELISPRIN,ASPIRIN,1,1,6,75 MG,,,,,,,1.1,,0,0,,,,,,,1
3210,ULTRAFIT,"TRMADOL ,PARACETAMOL",1,1,6,0,,,,,,,2.5,,0,0,,,,,,,1
3211,TRAVATAN,,1,1,21,2.5,,,,7,NOVARTIS,,500,,0,0,,,,,,,1
3212,CIPRALEX,ESITALOPRAM,1,1,6,10,,,,6,,,17.9,,0,0,,,,,,,1
3213,AMARYL 4,GLIMEPIRIDE,1,1,6,4,,,X15,7,SANOFI,,8.2,,0,0,,,,,,,1
3214,AMARYL 3,GLIMEPIRIDE,1,1,6,3,,,X14,7,SANOFI,,7,,0,0,,,,,,,1
3215,AMARYL 2,GLIMEPIRIDE,1,1,6,2,,,X13,7,SANOFI,,5.3,,0,0,,,,,,,1
3216,STOPCOLD- D,,1,1,1,60,,,G30,,AL MEDERICH,,85,,0,0,,,,,,,1
3217,LEVOKAST,,1,1,1,0,,,Q38,,AL MEDERICH,,90,,0,0,,,,,,,1
3218,VIZPAN,PANTOPRAZOLE,1,1,3,40,,,,,,,3.5,,0,0,,,,,,,1
3219,MEPSONATE,METHYLPREDNISOLONE,1,1,7,500,,,,,,,420,,0,0,,,,,,,1
3220,ADMIT,"SITAGLIPTIN ,METFORMIN",1,1,6,50/1000,,,X36,,SHAIGAN,,11.8,,0,0,,,,,,,1
3221,MESAN,NICLOSAMIDE,1,1,6,500 MG,,,M43,,SHAIGAN,,5.3,,0,0,,,,,,,1
3222,KETOWIN,KETOCONAZOLE,1,1,14,60 ML,,,,,SHAIGAN,,140,,0,0,,,,,,,1
3223,LODOPIN,AMLODIPNE,1,1,6,5 MG,,,F15,,MERCK,,3.5,,0,0,,,,,,,1
3224,LODOPIN,AMLODIPNE,1,1,6,10 MG,,,F15,,MERCK,,4,,0,0,,,,,,,1
3225,IPADOX,DOXYCYCLINE,1,1,3,100 MG,,,M7,,INCEPTA,,5.5,,0,0,,,,,,,1
3226,OMEPRAZOLE BELARUS,,1,1,3,20,,,,,,,4,,0,0,,,,,,,1
3227,BIG FUN 36,TADALAFIL,1,1,6,20,,,,,,,15,,0,0,,,,,,,1
3228,EGER,ESOMEPRAZOLE,1,1,3,20,,,,,,,8.6,,0,0,,,,,,,1
3229,ADHESIVE WOUND DRESSING,,1,1,5,10*25,,,,,,,20,,0,0,,,,,,,1
3230,PASITREX,CALCIPOTRIOL,1,1,18,20,,,,,,,300,,0,0,,,,,,,1
3231,GABAPIN NT 400,,1,1,6,400,,,,,INTAS,,30,,0,0,,,,,,,1
3232,JOINT VITAL PLUS,,1,1,6,0,,,,,,,5,,0,0,,,,,,,1
3233,VITALMIN,,1,1,1,250,,,,,,,105,,0,0,,,,,,,1
3234,RVGEST-300,PROGESTERONE,1,1,3,300,,,,,,,26,,0,0,,,,,,,1
3235,ZANDU VIGOREX,,1,1,3,0,,,,,,,47,,0,0,,,,,,,1
3236,CROMOLYN,,1,1,26,2%,,,,1,,,190,,0,0,,,,,,,1
3237,MONTYPEN-LC,,1,1,6,0,,,,,,,3,,0,0,,,,,,,1
3238,LERACE,,1,1,6,750,,,,,HILTON,,39,,0,0,,,,,,,1
3239,MYOLAX,THIOCOLCHICOSIDE,1,1,10,4 MG,,,,,GENETICS,,101,,0,0,,,,,,,1
3240,GABADON-100,GABAPENTIN,1,1,6,100 MG,,,,,,,4,,0,0,,,,,,,1
3241,INTACAINE,,1,1,25,2%,,,,,,,50,,0,0,,,,,,,1
3242,KETO,KETOROLAC,1,1,10,30 MG,,,,,,,17,,0,0,,,,,,,1
3243,VIAGRA 100,SILDENAFIL,1,1,6,100,,,,,PFIZER,,50,,0,0,,,,,,,1
3244,EUTRIG-HP,,1,1,7,2000,,,,,,,330,,0,0,,,,,,,1
3245,TALIQUID,,1,1,11,0,,,,,,,7,,0,0,,,,,,,1
3246,VALAM,"AMLODIPINE ,VALSARTAN",1,1,6,10 + 160,,,F27,,CCL,,14.3,,0,0,,,,,,,1
3247,MAMOGOL,,1,1,9,28 GR,,,,,,,260,,0,0,,,,,,,1
3248,CANDID TV,,1,1,14,75,,,,,,,180,,0,0,,,,,,,1
3249,KAMILLOGOL,,1,1,62,250 ML,,,,,,,350,,0,0,,,,,,,1
3250,LEVOSULF,LEVOSULPIRIDE,1,1,6,75 MG,,,,,,,7,,0,0,,,,,,,1
3251,CADPRIL,RAMIPRIL,1,1,6,2.5 MG,,,,,,,1.6,,0,0,,,,,,,1
3252,ADHESIVE WOUND DRESSING,,1,1,5,10*15,,,,,,,15,,0,0,,,,,,,1
3253,GEENOSENG,,1,1,3,.,,,,,SAVIOUR,,4,,0,0,,,,,,,1
3254,FOLIGRO-PLUS ,"BIOTIN ,FINASTERIDE",1,1,6,10+1,,,,,,,7,,0,0,,,,,,,1
3255,ANCLAV,,1,1,6,625,,,,,,,11.7,,0,0,,,,,,,1
3256,GAUZE BANDAGE,,1,1,58,0,,,,,,,5,,0,0,,,,,,,1
3257,LYSOL,LEVOFLOXACIN,1,1,6,500,,,,,,,14,,0,0,,,,,,,1
3258,CALCIUM CITRATE,,1,1,6,0,,,,1,SDA,,4,,0,0,,,,,,,1
3259,SIMO DAILY,,1,1,6,0,,,,,SDA,,6,,0,0,,,,,,,1
3260,RUSIAN,CEFTRIAXON NCPC +WATER,1,1,7,1000,,,,,,,50,,0,0,,,,,,,1
3261,PROPASE,FAMOTIDINE,1,1,6,40 MG,,,,,ICI,,7,,0,0,,,,,,,1
3262,ESOVENT-LSR,,1,1,3,.,,,,,,,7,,0,0,,,,,,,1
3263,PHENERGAN,PROMETHAZIN,1,1,6,10 MG,,,,,ABBOTT,,2.5,,0,0,,,,,,,1
3264,M-JOINT,,1,1,6,0,,,,,,,8.3,,0,0,,,,,,,1
3265,TRYPTINOL,,1,1,6,75 MG,,,,,,,3,,0,0,,,,,,,1
3266,MIGRANECK,,1,1,6,.,,,,,,,4.5,,0,0,,,,,,,1
3267,GASO-EASY DSR,PANTOPRAZOLE DSR,1,1,3,40/30,,,O45,,,,3,,0,0,,,,,,,1
3268,CAMOKSIL,AMOXICILLIN,1,1,3,500 MG,,,,,,,3.5,,0,0,,,,,,,1
3269,EUROVITAL,,1,1,1,300 ML,,,,,,,80,,0,0,,,,,,,1
3270,FAMOTIDINE  INDOFARMA -F16-,,1,1,6,40 MG,,,F16,,,,1.9,,0,0,,,,,,,1
3271,ORAN-G,,1,1,19,.,,,,,,,9,,0,0,,,,,,,1
3272,URIFLOX,NORFLOXACIN,1,1,6,400 MG,,,,,,,5,,0,0,,,,,,,1
3273,VITALEX,,1,1,1,120 ML,,,,,,,35,,0,0,,,,,,,1
3274,CALCIUM  WILSON,,1,1,1,110 ML,,,,,,,30,,0,0,,,,,,,1
3275,CALAMOX  DS,CO-AMOXICLAV,1,1,1,60 ML,,,,,,,80,,0,0,,,,,,,1
3276,CALAMOX,CO-AMXICLAV,1,1,1,60 ML,,,,,,,47,,0,0,,,,,,,1
3277,DERMOQUIN,,1,1,9,4%,,,,,,,52,,0,0,,,,,,,1
3278,DERMOQUIN,,1,1,9,2%,,,,,,,41,,0,0,,,,,,,1
3279,DYTOR-40,TORSEMIDE,1,1,6,40,,,F83,,CIPLA,,21,,0,0,,,,,,,1
3280,CIPROLAR-M,,1,1,1,60,,,,,,,50,,0,0,,,,,,,1
3281,ZESTORETIC-20,"LISINOPRIL ,HYDROCHLORT...",1,1,6,20+12.5 م گ,,,,,,,20,,0,0,,,,,,,1
3282,ZESTRIL,LISINOPRIL,1,1,6,20,,,,,ASTRAZENECA,,17.3,,0,0,,,,,,,1
3283,CIMIFUGOL,,1,1,6,0,,,F66,,,,7.3,,0,0,,,,,,,1
3284,AZITHROMYCIN 500,,1,1,6,500,,,,,1A PHARMA,,43.3,,0,0,,,,,,,1
3285,CAVIC-C,,1,1,34,0,,,,,INCEPTA,,6,,0,0,,,,,,,1
3286,BETNOVATE-N,,1,1,18,20,,,V16,,GSK,,60,,0,0,,,,,,,1
3287,MONTEVIS-LC,"MONTELUKAST ,LEVOCETIRIZINE",1,1,6,5+10,,,Q50,,,,4,,0,0,,,,,,,1
3288,PANTOL-DSR,,1,1,6,.,,,,,ZENLABS,,3.5,,0,0,,,,,,,1
3289,CORINEF,CEFIXIME,1,1,3,400,,,,,ICI,,19,,0,0,,,,,,,1
3290,ACICLOVIR,,1,1,6,800,,,,4,,,12,,0,0,,,,,,,1
3291,ESOREG-DSR,,1,1,3,0,,,,,,,4,,0,0,,,,,,,1
3292,GLUCONE FORT,,1,1,3,.,,,,,,,8.7,,0,0,,,,,,,1
3293,SLIMING PLUS,,1,1,3,0,,,,,,,8.3,,0,0,,,,,,,1
3294,C-M-F,,1,1,6,0,,,,,,,4,,0,0,,,,,,,1
3295,UICEREX,CIMETIDINE,1,1,6,400 MG,,,,,,,5.8,,0,0,,,,,,,1
3296,FLUOROMETHOLONE,,1,1,21,0.10%,,,,1,,,30,,0,0,,,,,,,1
3297,ASTAK,,1,1,6,300 MG,,,,,,,0.8,,0,0,,,,,,,1
3298,LINCEF,LINEZOLID,1,1,4,300,,,,,,,200,,0,0,,,,,,,1
3299,COROVAS,ROSUVASTATIN,1,1,6,20,,,,,,,19,,0,0,,,,,,,1
3300,PRINCIPLE PREGNANCY,,1,1,6,0,,,,,,,13,,0,0,,,,,,,1
3301,FOLIFUR,,1,1,6,0,,,,,SEARLE,,4.5,,0,0,,,,,,,1
3302,ACIDEX,,1,1,1,200,,,,,,,140,,0,0,,,,,,,1
3303,ICEF,CEFIXIME,1,1,1,100MG  ,,,,,,,80,,0,0,,,,,,,1
3304,SHIFFA HOT,,1,1,43,0,,,,,,,15,,0,0,,,,,,,1
3305,SUNNYPRIDE,SULPIRIDE,1,1,3,50,,,,,,,2.5,,0,0,,,,,,,1
3306,BRILINTA,TICAGRELOR,1,1,6,90,,,,,,,55.7,,0,0,,,,,,,1
3307,MACVESTIN,UNIVESTIN,1,1,6,250,,,,,,,22,,0,0,,,,,,,1
3308,BIO-D3 MAX,,1,1,3,0,,,,,,,5,,0,0,,,,,,,1
3309,PAGLA EVENING PRIMROSE OIL,,1,1,3,0,,,,,,,15.7,,0,0,,,,,,,1
3310,NOVIA,RIBAVIRIN,1,1,6,400,,,,,,,8.5,,0,0,,,,,,,1
3311,DERMO-C,CLOTRIMAZOLE,1,1,22,75,,,,,,,170,,0,0,,,,,,,1
3312,POLYDISH-F,"IRON HYDROXIDE POLYMALTOSE COMPLEX ,FOLIC ACID",1,1,6,0,,,,,CARAWAY,,4,,0,0,,,,,,,1
3313,DEPLOC-20,DULOXETINE,1,1,6,20,,,,,LIFECARE,,2.5,,0,0,,,,,,,1
3314,DEPLOC-30,DULOXETINE,1,1,6,30,,,,,LIFECARE,,3.5,,0,0,,,,,,,1
3315,FLU-CON-150,FLUCONAZOLE,1,1,6,150,,,G5,,,,12,,0,0,,,,,,,1
3316,SETOXLIN CR 25,PAROXETINE,1,1,6,25,,,G32,,,,5,,0,0,,,,,,,1
3317,CEFTAPLAY-SB,,1,1,7,1.5,,,,,,,70,,0,0,,,,,,,1
3318,CIPRALEX,ESITALOPRAM,1,1,6,20,,,T36,7,,,12.5,,0,0,,,,,,,1
3319,CADPRIL 5,RAMIPRIL,1,1,6,5,,,,,,,1.8,,0,0,,,,,,,1
3320,NEXIUM 40,ESOMEPRAZOLE,1,1,6,40,,,N57,7,ASTRAZENECA,,11,,0,0,,,,,,,1
3321,CASODEX,BIKALUTAMID,1,1,6,50,,,,,,,66.1,,0,0,,,,,,,1
3322,XALATAN ,LATANOPROST,1,1,21,2.5,,,,7,,,250,,0,0,,,,,,,1
3323,RIMOBOLAN,,1,1,10,100MG/1ML,,,,7,,,250,,0,0,,,,,,,1
3324,BESSFAM,FAMOTIDINE,1,1,6,20,,,,,,,5,,0,0,,,,,,,1
3325,APIZYT,,1,1,1,120,,,H29,,HIGH-Q,,110,,0,0,,,,,,,1
3326,PLATLO,CLOPIDOGREL,1,1,6,75,,,F39,,HIGH-Q,,8,,0,0,,,,,,,1
3327,PROGESTERONE,,1,1,27,100,,,,1,,,31,,0,0,,,,,,,1
3328,PYTEX,"PIROXICAM ,CYCLODEXTRIN",1,1,6,20,,,K23,,HIGH-Q,,5.5,,0,0,,,,,,,1
3329,ROXVITA ,,1,1,6,0,,,H36,,HIGH-Q,,6,,0,0,,,,,,,1
3330,GENTIC,GENTAMICIN,1,1,10,80,,,,,,,18,,0,0,,,,,,,1
3331,GINKOWISE,,1,1,1,240,,,,,,,150,,0,0,,,,,,,1
3332,PHARMATREXATE,METHOTREXATE,1,1,6,2.5,,,,,,,2.5,,0,0,,,,,,,1
3333,NOVEDONE,FURAZOLIDONE,1,1,6,100,,,,,ISIS,,1,,0,0,,,,,,,1
3334,CALCIPAN-T,CALCIUM PANTOTHENATE,1,1,6,50,,,,,AMBROSIA,,1.4,,0,0,,,,,,,1
3335,TRAVAZOL,,1,1,9,15,,,,,BILIM,,155,,0,0,,,,,,,1
3336,CORONIS ,CAVEDILOL,1,1,6,12.5,,,H23,,,,8.5,,0,0,,,,,,,1
3337,CORONIS,CAVEDILOL,1,1,6,6.25,,,,,,,6,,0,0,,,,,,,1
3338,METSIL,SIMETHICONE,1,1,6,80,,,,,BILIM,,3.5,,0,0,,,,,,,1
3339,KLAMOKS BID,,1,1,6,1000,,,,,BILIM,,24.5,,0,0,,,,,,,1
3340,ATASPIN,ASPIRIN,1,1,6,80,,,,,ATABAY,,2,,0,0,,,,,,,1
3341,ATOKSILIN,AMOXICILLIN,1,1,6,500,,,,,ATABAY,,6.6,,0,0,,,,,,,1
3342,GLIFOR,METFORMIN,1,1,6,850,,,H21,,,,4,,0,0,,,,,,,1
3343,VASELINE MEDICAL,,1,1,18,40,,,,,,,30,,0,0,,,,,,,1
3344,DCORT-F,"FUSIDIC ACID ,HYDROCORTISONE",1,1,18,15,,,V22,,,,160,,0,0,,,,,,,1
3345,DIO PLUS,,1,1,6,10+160,,,F27,,ATCO,,17.9,,0,0,,,,,,,1
3346,ZEVNYSTATIN,NYSTATIN,1,1,6,100000,,,,,COMBITIC,,3,,0,0,,,,,,,1
3347,COLDAWAY PLUS,,1,1,1,100 ML,,,,,,,110,,0,0,,,,,,,1
3348,GABADON-NTP,,1,1,6,40+10,,,,,,,6,,0,0,,,,,,,1
3349,CANESTEN 1,clotrimazol,1,1,38,5,,,V19,,,,85,,0,0,,,,,,,1
3350,ORIZOLE-IV ,PANTOPRAZOLE,1,1,10,40,,,,,,,40,,0,0,,,,,,,1
3351,SIMBEX,"EZETIMIBE ,SIMVASTATIN",1,1,6,20-Oct,,,,,,,15,,0,0,,,,,,,1
3352,SUHAGRA DURALONG,,1,1,13,20,,,,,,,220,,0,0,,,,,,,1
3353,AVICAM,PIROXICAM,1,1,25,20,,,V13,,AVISON,,25,,0,0,,,,,,,1
3354,PENICITIN,PENICILLAMINE,1,1,3,250,,,,,,,18,,0,0,,,,,,,1
3355,RABESEC-20,RABEPRAZOLE,1,1,6,20,,,,,,,2.5,,0,0,,,,,,,1
3356,ACTIV PLUS,,1,1,3,0,,,H27,,NUTRABIOTICS,,13,,0,0,,,,,,,1
3357,CETAPIN XR,METFORMIN,1,1,6,500,,,,,,,3.7,,0,0,,,,,,,1
3358,NIRFOL,PROPOFOL,1,1,7,1%,,,,,,,120,,0,0,,,,,,,1
3359,MALQUIN-300,QUININE,1,1,6,300,,,,,,,7,,0,0,,,,,,,1
3360,DEPO-MEDROL,,1,1,7,40MG/ML - 2ML,,,,4,,,125,,0,0,,,,,,,1
3361,DEPO-MEDROL,,1,1,7,40 MG - 1 ML,,,,4,,,95,,0,0,,,,,,,1
3362,TAVERA-M,"DROTAVERINE ,MEFNAMIC ACID",1,1,6,80+250,,,,,,,4.5,,0,0,,,,,,,1
3363,CO-ENZYME,NATURAL SOURCE,1,1,3,0,,,Q10,,,,7,,0,0,,,,,,,1
3364,RIVO-1,CLONAZEPAM,1,1,6,1,,,,,,,5,,0,0,,,,,,,1
3365,SONMOX,CO-TRIMOXAZOLE,1,1,1,,,,,,AVISON,,35,,0,0,,,,,,,1
3366,STROVAL-200,SODIUM VALPROAT,1,1,6,200,,,,,,,2.5,,0,0,,,,,,,1
3367,RABIO,RABIES VACCINE,1,1,63,0.5ML,,,,,,,470,,0,0,,,,,,,1
3368,ABON SADA,PREGNANCY TEST,1,1,5,0,,,,,,,10,,0,0,,,,,,,1
3369,MYFAIR,,1,1,9,20,,,,,,,75,,0,0,,,,,,,1
3370,ACNOXYL,BENZOYL PEROXIDE,1,1,25,20,,,,,,,55,,0,0,,,,,,,1
3371,TARMIS-H,"TELMISARTAN ,HYDROCHLOROTHIAZIDE",1,1,6,10,,,,,H SUPERLATIVE,,4.5,,0,0,,,,,,,1
3372,HICORT,TRIAMCINOLONE,1,1,7,40,,,,,,,35,,0,0,,,,,,,1
3373,TRIM MANTRA,,1,1,3,0,,,,,,,5,,0,0,,,,,,,1
3374,HIGH-WAY,,1,1,3,0,,,,,,,8,,0,0,,,,,,,1
3375,CICASTIM.S,SILICONE,1,1,25,15ML,,,V22,,,,820,,0,0,,,,,,,1
3376,ZEAGRA,SILDENAFIL,1,1,6,100,,,,,,,5,,0,0,,,,,,,1
3377,NASMED,,1,1,26,10,,,,,NOBEL,,25,,0,0,,,,,,,1
3378,HYDRAZIDE 25,HYDROCHLOROTHIAZIDE,1,1,6,25,,,G2,,,,3,,0,0,,,,,,,1
3379,ZINC SULPHATE,,1,1,6,20 MG,,,,4,,,1,,0,0,,,,,,,1
3380,UDINOL-300,URSODEOXYCHOLIC,1,1,6,300,,,,,,,19,,0,0,,,,,,,1
3381,ROSUBEST-F,RASURASTATIN+FENOFIBRATE,1,1,6,10+160,,,G3,,CADILA,,14,,0,0,,,,,,,1
3382,NIDAZOL,METRONIDAZOLE,1,1,1,100 ML,,,M45,,ULAGAY,,150,,0,0,,,,,,,1
3383,ROGOGENT,GENTAMICIN,1,1,21,0.30%,,,,,,,10,,0,0,,,,,,,1
3384,EPA,ESOMEPRAZOLE ,1,1,6,20 MG,,,,,,,4.6,,0,0,,,,,,,1
3385,AVCAL-D3,CHOLECALCIFEROL,1,1,10,15 MG,,,S48,,,,28,,0,0,,,,,,,1
3386,SPARKOCIN,SPARFLOXACIN,1,1,6,100 MG,,,,,,,16.5,,0,0,,,,,,,1
3387,VER-C,CALCIUM..,1,1,6,500 MG,,,,,,,9.8,,0,0,,,,,,,1
3388,FLEXIBON-D,IMPROVES MOBILITY..,1,1,6,50 MG,,,,,,,10,,0,0,,,,,,,1
3389,WELCOXIB,CELECOXIB,1,1,3,200 MG,,,,,,,6,,0,0,,,,,,,1
3390,TIZIP,APPETITE STIMULANT,1,1,1,120 ML,,,,,,,125,,0,0,,,,,,,1
3391,RABICURE DSR,,1,1,3,0,,,G6,,,,6.7,,0,0,,,,,,,1
3392,DICLOFENAC,,1,1,21,5 ML,,,W26,1,,,35,,0,0,,,,,,,1
3393,ZI-AD DS ,ZINC SULFATE,1,1,1,60 ML,,,,,PHARMEVO,,30,,0,0,,,,,,,1
3394,CIPROMEN-D,,1,1,21,10,,,,,,,20,,0,0,,,,,,,1
3395,KONDOR MAJON,biophyta,1,1,1,120,,,,,,,200,,0,0,,,,,,,1
3396,MOFATTET-G50,,1,1,1,120 ML,,,,,,,210,,0,0,,,,,,,1
3397,ORAL THYME EXTRACT,,1,1,1,100 ML,,,,,,,60,,0,0,,,,,,,1
3398,FENNEL biophyta,,1,1,1,120 ML,,,,,,,150,,0,0,,,,,,,1
3399,FENUGREEK biophyta,,1,1,1,120 ML,,,,,,,175,,0,0,,,,,,,1
3400,ORALL DILL EXTRACT,,1,1,1,100+4 ML,,,,,,,200,,0,0,,,,,,,1
3401,LAVENDER biophyta,,1,1,1,120 ML,,,,,,,200,,0,0,,,,,,,1
3402,RELGIN ,RASAGILINE,1,1,6,1,,,,,,,20,,0,0,,,,,,,1
3403,DEXTOXIFIER AMBARBARIS,,1,1,1,120,,,,,,,120,,0,0,,,,,,,1
3404,UDICARE 300,URSODEOXYCHOLIC ACID,1,1,6,300 MG,,,,,,,19,,0,0,,,,,,,1
3405,CYPROHEPTADINE,,1,1,1,0,,,K28,4,,,30,,0,0,,,,,,,1
3406,KEPLIN,L METHYLFOLATE,1,1,6,15,,,,,GENETICS,,32.3,,0,0,,,,,,,1
3407,ENTALIV-0.5,ENTICAVIR,1,1,6,0.5,,,,,,,50,,0,0,,,,,,,1
3408,THEOBREX,CELECOXIB,1,1,3,200 MG,,,,,,,1.1,,0,0,,,,,,,1
3409,NINTOIN,NITROFURANTION,1,1,1,25MG,,,,,INCEPTA,,140,,0,0,,,,,,,1
3410,ROCOVAS 10,ROSUVASTATIN,1,1,6,10,,,F76,,INCEPTA,,9.5,,0,0,,,,,,,1
3411,CROCIN ADVANCED,PARACETAMOL,1,1,6,500,,,,,,,1,,0,0,,,,,,,1
3412,PRELACT,,1,1,6,0,,,,,NUTRABIOTICS,,7.9,,0,0,,,,,,,1
3413,ABROMYCITIN,,1,1,1,60 ML,,,,,,,30,,0,0,,,,,,,1
3414,FEXOFEN,FEXOFENADINE,1,1,6,120,,,,,,,4,,0,0,,,,,,,1
3415,CALZIN-D,"MINERALS ,VITAMIN D3",1,1,6,0,,,,,,,10,,0,0,,,,,,,1
3416,PROSTAKAPS,,1,1,3,0,,,,,,,16,,0,0,,,,,,,1
3417,VITAP,,1,1,3,0,,,,,,,16.5,,0,0,,,,,,,1
3418,PANTACTIVE,PANTOPRAZOLE,1,1,6,.40 MG,,,O33,,,,6.1,,0,0,,,,,,,1
3419,ONASERON,ONDANESTRON,1,1,1,50,,,O25,,INCEPTA,,95,,0,0,,,,,,,1
3420,SEASONIX,LEVOCETRIZINE,1,1,1,60,,,G8,,INCEPTA,,45,,0,0,,,,,,,1
3421,GEMSOLINE-D3 (4 TABS),CHOLECALCIFEROL,1,1,27,60,,,,,,,23.8,,0,0,,,,,,,1
3422,FLUCODER-150,FLUCONAZOLE,1,1,3,150,,,,,SK+F,,46,,0,0,,,,,,,1
3423,DUTASTIC-T,,1,1,6,0,,,,,PCHPL,,5,,0,0,,,,,,,1
3424,CELLCEPT ROCHE,MYCOPHENOLATE,1,1,6,500,,,G22,,,,23.5,,0,0,,,,,,,1
3425,BIG XXL,,1,1,13,65,,,,,,,600,,0,0,,,,,,,1
3426,SUPREME Z,,1,1,6,0,,,,,WILSONS,,4,,0,0,,,,,,,1
3427,POWER-X,"SILDENAFILL ,YOHIMBINE",1,1,6,6 قرص,,,,,SIGNATURE,,21.7,,0,0,,,,,,,1
3428,NANOFORTE,,1,1,25,30,,,V34,,,,45,,0,0,,,,,,,1
3429,FERRARI XL,,1,1,6,0,,,,,,,12.5,,0,0,,,,,,,1
3430,MUCOLATOR,ACETYLCYSTEINE,1,1,19,200,,,,,,,9,,0,0,,,,,,,1
3431,HELIPAK TEDAVI,,1,1,6,0,,,H15,,,,15.7,,0,0,,,,,,,1
3432,HYDREA,,1,1,3,500,,,,7,DEVA,,22,,0,0,,,,,,,1
3433,STARCOX,ETORICOXIB,1,1,6,60 MG,,,,,GETZ,,6.5,,0,0,,,,,,,1
3434,SEGAR SARI,,1,1,22,20,,,,,,,14,,0,0,,,,,,,1
3435,CIPRO 750 BIOFARMA,CIPROFLOXACIN,1,1,6,750,,,,,,,12.9,,0,0,,,,,,,1
3436,PREGNOM,,1,1,27,0,,,,,,,8.3,,0,0,,,,,,,1
3437,FERROVEF,,1,1,27,0,,,,,,,7.7,,0,0,,,,,,,1
3438,FERROVEF,,1,1,1,150,,,,,,,230,,0,0,,,,,,,1
3439,EXYGRA,SILDENAFIL,1,1,6,100,,,N5,,,,10,,0,0,,,,,,,1
3440,LACASIL,,1,1,1,120,,,N44,,SAMI,,100,,0,0,,,,,,,1
3441,CYCLOPAN,,1,1,1,50,,,,,INCEPTA,,70,,0,0,,,,,,,1
3442,CONCEIVE-F,,1,1,6,60 CAPS,,,,,NUTRABIOTICS,,14.7,,0,0,,,,,,,1
